"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV01_01a"	"DV02_01"	"DV02_01a"	"DV03_01"	"DV04_01"	"DV05_01"	"DV05_01a"	"DV06_01"	"DV06_01a"	"DV07_01"	"DV07_02"	"DV08_01"	"DV08_02"	"DV09_01"	"DV09_02"	"DV10_01"	"DV10_02"	"DV11_01"	"DV11_02"	"DV12_01"	"DV12_02"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
133			"base"	"interview"	2020-07-27 11:14:20	1	47	"5c471520b835d4000115c186"	"Forced3Forced3Forced1Forced3Forced2Forced3Forced3Forced4Forced3Forced4Forced3Forced1Forced1Forced3Forced3Forced4DV"	1	12911	1	1086	1	2876	1	2939	1	2463	1	1306	1	6444	1	901	1	708	1	396	1	411	1	597	1	471	1	572	1	508	1	474	2	5020	1	7855	61	64	2	2235	1	8921			42	47	59	59	59	55	24	28	28	31	"5c471520b835d4000115c186"	7	1	2	5	"polish"	"polish"	2	28	12	6	3	32	4	8	18	9	27	14	5	24	3	14	6	63	217		2020-07-27 11:18:56	T	F	18	18	0	0	1.21	19
134			"base"	"interview"	2020-07-27 11:14:20	1	2	"5d07a92919c47700186ccc34"	"Forced2Forced1Forced2Forced2Forced1Forced4Forced2Forced2Forced2Forced1Forced2Forced4Forced2Forced4Forced2Forced3DV"	1	41657	1	2176	1	1151	1	1005	1	909	1	1403	1	975	1	767	1	707	1	713	1	611	1	1025	1	661	1	638	1	523	1	792	1	1561	2	3773	38	66	2	5398	1	3059	37	20			21	31	76	67	67	68	68	69	"5d07a92919c47700186ccc34"	9	2	1	5	"UK"	"english"	1	6	9	5	54	1	6	3	6	6	19	8	4	7	4	18	8	9	128		2020-07-27 11:17:13	T	F	18	18	0	0	1.7	61
135			"base"	"interview"	2020-07-27 11:14:24	1	62	"5da9eddb59f3710012836dae"	"Forced1Forced4Forced2Forced2Forced2Forced2Forced3Forced1Forced2Forced2Forced2Forced2Forced1Forced4Forced4Forced2DV"	1	4099	1	3333	1	2025	1	4200	1	2152	1	7103	1	5034	1	3055	1	3027	1	2053	1	11395	1	30648	1	662	1	1035	1	609	1	689	1	3516	2	6921	-9	-9	1	4035	2	6530			62	65	41	36	31	36	12	13	21	21	"5da9eddb59f3710012836dae"	3	1	2	2	"Portugal"	"Portuguese"	1	17	13	11	71	6	7	7	6	7	57	11	5	3	5	15	11	23	213		2020-07-27 11:18:59	T	F	18	18	5	5	1.2	15
136			"base"	"interview"	2020-07-27 11:14:26	1	38	"5e9db6b85484b70db14166bd"	"Forced3Forced1Forced2Forced1Forced2Forced2Forced2Forced4Forced2Forced2Forced2Forced2Forced1Forced4Forced4Forced2DV"	1	13862	1	9186	1	8581	1	2421	1	3243	1	1923	1	2365	1	5786	1	1976	1	1956	1	1440	1	1719	1	3269	1	1804	1	1651	1	1728	1	3753	2	9216	31	64	1	3837	2	8398			36	71	71	41	61	71	11	6	11	11	"5e9db6b85484b70db14166bd"	15	2	1	5	"Lithuanian"	"Lithuanian"	2	69	41	15	33	15	12	10	25	9	43	28	4	16	5	33	16	22	396		2020-07-27 11:21:02	T	F	18	18	0	0	0.67	1
137			"base"	"interview"	2020-07-27 11:14:29	1	27	"5e984c6428d7fb04c21a3bf5"	"Forced3Forced3Forced1Forced3Forced2Forced4Forced3Forced3Forced1Forced1Forced3Forced4Forced3Forced4Forced3Forced3DV"	1	5156	1	1715	1	1840	1	1398	1	2321	1	1665	1	1437	1	2309	1	956	1	780	1	841	1	771	1	686	1	598	1	744	1	637	2	5806	1	4514	-9	51	2	7152	1	5850	-9	101			66	91	96	43	51	91	96	66	"5e984c6428d7fb04c21a3bf5"	2	1	2	3	"Polish"	"Polish"	2	59	43	6	3	20	5	6	10	8	36	9	5	14	6	25	8	20	283		2020-07-27 11:19:12	T	F	18	18	5	5	1.12	14
138			"base"	"interview"	2020-07-27 11:14:37	1	60	"5db1b1b6cd3329000ba29566"	"Forced3Forced3Forced2Forced4Forced2Forced4Forced4Forced4Forced4Forced4Forced4Forced4Forced4Forced1Forced2Forced3DV"	1	4745	1	6443	1	3766	1	4723	1	2592	1	2740	1	2410	1	1681	1	1730	1	2212	1	3467	1	2370	1	2699	1	3390	1	2821	1	2237	1	4536	2	10615	49	52	2	5146	1	6641			74	66	49	58	62	48	22	21	29	23	"5db1b1b6cd3329000ba29566"	33	2	2	4	"British"	"English"	2	33	18	4	11	16	32	11	14	7	116	16	6	12	6	24	13	16	271		2020-07-27 11:20:32	T	F	18	18	0	0	0.86	4
139			"base"	"interview"	2020-07-27 11:14:43	1	53	"5f0427f99305e9000ce33565"	"Forced2Forced1Forced1Forced1Forced1Forced4Forced1Forced1Forced2Forced2Forced3Forced1Forced1Forced1Forced3Forced3DV"	1	5604	1	1994	1	1004	1	886	1	750	1	1496	1	918	1	871	1	735	1	708	1	1179	1	881	1	933	1	637	1	1598	1	826	1	4120	2	9092	43	62	1	5295	2	6805			41	72	70	31	55	61	72	62	64	72	"5f0427f99305e9000ce33565"	7	1	2	4	"Taiwan"	"Mandarin"	1	30	36	15	9	6	2	10	10	7	23	11	5	5	6	13	15	13	216		2020-07-27 11:18:19	T	F	18	18	0	0	1.19	18
140			"base"	"interview"	2020-07-27 11:14:45	1	24	"5c35e108f5ebd5000184599e"	"Forced4Forced4Forced4Forced4Forced2Forced3Forced1Forced4Forced4Forced2Forced4Forced3Forced2Forced4Forced4Forced3DV"	1	3106	1	2032	1	1086	1	601	1	2921	1	587	1	1168	1	768	1	654	1	525	1	442	1	524	1	418	1	452	1	567	1	423	2	4782	2	4701	61	41	2	4924	2	5522	90	18			61	61	20	20	81	81	48	49	"5c35e108f5ebd5000184599e"	14	1	2	5	"Polish"	"Polish"	1	23	26	1	6	4	16	5	8	6	22	9	5	5	7	10	7	11	171		2020-07-27 11:17:36	T	F	18	18	0	0	1.47	44
141			"base"	"interview"	2020-07-27 11:14:47	1	15	"5efe646968a7f01976db187a"	"Forced3Forced2Forced3Forced1Forced3Forced4Forced3Forced1Forced4Forced3Forced4Forced3Forced3Forced1Forced3Forced3DV"	1	2895	1	1641	1	1798	1	4104	1	1594	1	2233	1	1145	1	1111	1	1955	1	1025	1	1787	1	745	1	669	1	1567	1	938	1	1697	1	4794	1	3750	92	25	1	2822	1	2362	15	54			57	94	41	82	51	84	57	46	"5efe646968a7f01976db187a"	16	1	2	5	"Norway"	"Norwegian"	1	27	3	9	2	23	9	6	4	4	14	5	5	4	3	8	7	21	154		2020-07-27 11:17:21	T	F	18	18	0	0	1.77	52
142			"base"	"interview"	2020-07-27 11:14:48	1	56	"5cf62cccc39158001940031f"	"Forced4Forced4Forced4Forced4Forced2Forced1Forced3Forced2Forced2Forced4Forced4Forced4Forced3Forced4Forced4Forced3DV"	1	4298	1	1788	1	1693	1	1575	1	6035	1	2238	1	1711	1	1366	1	1094	1	1799	1	898	1	708	1	1357	1	1101	1	1398	1	2057	1	4264	2	8462	36	66	1	2733	2	6701			21	81	61	41	41	61	31	31	31	31	"5cf62cccc39158001940031f"	15	1	2	5	"Spanish"	"Spanish"	1	53	30	3	10	7	21	9	16	7	32	29	5	36	3	16	12	20	281		2020-07-27 11:19:57	T	F	18	18	0	0	1	10
143			"base"	"interview"	2020-07-27 11:14:49	1	54	"5e393294e3ba5a12d3dbf46c"	"Forced2Forced2Forced1Forced2Forced2Forced1Forced4Forced4Forced2Forced3Forced2Forced2Forced4Forced1Forced2Forced2DV"	1	2665	1	3045	1	937	1	750	1	602	1	692	1	1742	1	556	1	955	1	1568	1	706	1	652	1	666	1	847	1	706	1	471	2	2811	1	7264	68	25	2	3132	1	5260			88	69	18	20	83	82	85	90	90	80	"5e393294e3ba5a12d3dbf46c"	9	1	2	5	"Austria"	"German"	1	42	2	5	19	2	4	8	9	6	16	9	4	4	3	11	7	12	163		2020-07-27 11:17:32	T	F	18	18	0	0	1.65	54
144			"base"	"interview"	2020-07-27 11:15:00	1	63	"5c2bf915f24aeb00015e4d43"	"Forced1Forced3Forced4Forced3Forced3Forced4Forced3Forced3Forced3Forced2Forced3Forced4Forced3Forced3Forced1Forced1DV"	1	8663	1	4308	1	38118	1	1381	1	656	1	568	1	31384	1	1286	1	4356	1	5559	1	1488	1	102758	1	900	1	1656	1	920	1	2687	2	8819	2	61239	65	43	2	9455	1	70943			62	35	23	54	17	4	41	50	17	2	"5c2bf915f24aeb00015e4d43"	6	1	2	2	"Poland"	"Polish "	1	59	18	14	6	53	144	62	23	71	27	19	10	13	10	136	13	33	296		2020-07-27 11:26:51	T	F	18	18	0	0	0.57	2
145			"base"	"interview"	2020-07-27 11:15:02	1	26	"5ce9a6c6c08985001a3c2632"	"Forced2Forced2Forced1Forced2Forced4Forced1Forced2Forced2Forced4Forced2Forced3Forced2Forced2Forced4Forced2Forced1DV"	1	31519	1	9101	1	5511	1	4164	1	5598	1	3805	1	1670	1	2823	1	2145	1	1196	1	5345	1	1228	1	1260	1	2096	1	1064	1	2348	1	9160	2	3158	50	59	2	5900	1	4436	51	24			51	42	51	68	40	16	51	28	"5ce9a6c6c08985001a3c2632"	22	2	1	5	"British"	"English"	1	29	45	14	60	6	12	10	17	6	27	17	3	8	5	24	18	17	267		2020-07-27 11:20:20	T	F	18	18	0	0	0.9	5
146			"base"	"interview"	2020-07-27 11:15:04	1	12	"5eb54aacca57073d0b74f0ac"	"Forced2Forced4Forced4Forced4Forced2Forced3Forced4Forced4Forced2Forced4Forced1Forced3Forced4Forced4Forced4Forced3DV"	1	4757	1	2316	1	2442	1	1672	1	2297	1	2352	1	1522	1	886	1	2736	1	1179	1	1614	1	1207	1	2182	1	932	1	614	1	689	1	10730	2	8329	31	100	1	4104	1	5485	1	97			1	52	101	55	1	48	101	56	"5eb54aacca57073d0b74f0ac"	6	2	2	5	"British"	"English"	1	29	27	3	13	8	21	11	11	4	31	10	9	10	7	13	11	37	255		2020-07-27 11:19:19	T	F	18	18	0	0	1.04	10
147			"base"	"interview"	2020-07-27 11:15:08	1	32	"5c2f4c8b37733700013b4e3c"	"Forced4Forced4Forced4Forced4Forced2Forced3Forced2Forced4Forced3Forced3Forced1Forced4Forced4Forced4Forced4Forced2DV"	1	4333	1	1464	1	1069	1	909	1	2158	1	2312	1	1918	1	1290	1	1152	1	702	1	1536	1	1103	1	909	1	661	1	639	1	1016	1	6742	2	4105	51	52	1	6944	2	2991	32	39			32	41	71	65	52	52	54	50	"5c2f4c8b37733700013b4e3c"	22	2	2	3	"British"	"English"	2	33	21	2	6	6	18	8	11	8	31	14	4	7	4	30	12	15	230		2020-07-27 11:18:59	T	F	18	18	0	0	1.16	18
148			"base"	"interview"	2020-07-27 11:15:13	1	16	"5e52ac73f9a639000c3af3ee"	"Forced3Forced4Forced4Forced4Forced1Forced4Forced2Forced4Forced4Forced3Forced4Forced2Forced4Forced3Forced2Forced4DV"	1	22070	1	2553	1	1439	1	2172	1	3164	1	968	1	1632	1	1718	1	1290	1	748	1	962	1	1104	1	1770	1	752	1	781	1	604	2	3878	1	2429	68	31	2	2653	1	3376	27	79			37	61	71	31	68	46	28	51	"5e52ac73f9a639000c3af3ee"	12	1	2	3	"British"	"English"	1	9	10	4	7	26	21	5	10	3	21	7	3	7	4	12	15	19	183		2020-07-27 11:18:16	T	F	18	18	0	0	1.46	28
149			"base"	"interview"	2020-07-27 11:15:18	1	51	"5ea9cd383b32cf15448a86ac"	"Forced3Forced1Forced3Forced3Forced3Forced4Forced3Forced3Forced4Forced2Forced3Forced1Forced1Forced3Forced4Forced3DV"	1	3924	1	3874	1	1131	1	1357	1	2031	1	691	1	2970	1	2983	1	964	1	11164	1	828	1	587	1	667	1	967	1	731	1	11954	1	6490	2	8131	46	46	1	5883	2	5900			11	71	51	101	44	71	76	96	75	91	"5ea9cd383b32cf15448a86ac"	4	1	2	2	"Polish"	"Polish"	2	24	2	6	12	37	3	9	12	7	34	15	7	11	6	39	8	24	256		2020-07-27 11:19:34	T	F	18	18	0	0	1.14	29
150			"base"	"interview"	2020-07-27 11:15:20	1	8	"5d220431a0cbe7001ae48106"	"Forced4Forced4Forced2Forced4Forced4Forced4Forced2Forced4Forced3Forced4Forced1Forced3Forced4Forced4Forced2Forced3DV"																																																														2	36																	36		2020-07-27 11:15:56	F	F	1	1	50	50	0.81	0
153			"base"	"interview"	2020-07-27 11:15:28	1	33	"5e67ead79c4cc909387bedd8"	"Forced1Forced1Forced3Forced1Forced1Forced1Forced1Forced3Forced2Forced3Forced4Forced1Forced1Forced2Forced1Forced2DV"	1	10907	1	2731	1	1344	1	1039	1	936	1	647	1	571	1	1475	1	1509	1	1740	1	1025	1	1162	1	625	1	639	1	565	1	564	1	2384	2	5367	28	73	1	3111	1	3274			71	17	37	74	59	27	16	20	15	26	"5e67ead79c4cc909387bedd8"	20	2	2	4	"british"	"english"	2	28	13	24	4	7	2	6	7	4	26	21	3	9	4	19	9	12	198		2020-07-27 11:18:46	T	F	18	18	0	0	1.39	27
154			"base"	"interview"	2020-07-27 11:15:33	2	52	"5d1a257b37b5f60018c6a79f"	"Forced2Forced4Forced4Forced3Forced4Forced4Forced2Forced3Forced4Forced4Forced3Forced1Forced4Forced2Forced4Forced4DV"	1	9718	1	3925	1	3220	1	7472	1	1804	1	1647	1	2573	1	1100	1	1053	1	4943	1	3256	1	1760	1	854	1	579	1	775	1	936	1	3478	2	7283	31	72	1	6604	2	6959			35	70	65	30	34	54	44	31	36	51	"5d1a257b37b5f60018c6a79f"	5	1	2	4	"British"	"English"	1	44	8	3	15	15	25	9	9	8	27	10	5	6	8	34	31	47	284		2020-07-27 11:20:38	T	F	18	18	0	0	1.01	12
155			"base"	"interview"	2020-07-27 11:15:36	2	47	"5f1867256b4b2501e6de06ab"	"Forced3Forced4Forced3Forced1Forced1Forced4Forced3Forced3Forced3Forced2Forced3Forced4Forced3Forced1Forced3Forced3DV"	1	4578	1	3815	1	1785	1	3001	1	2472	1	1269	1	1574	1	1208	1	979	1	1943	1	864	1	950	1	996	1	1261	1	878	1	822	1	4454	2	11563	41	61	1	4798	1	6055			37	5	31	51	-9	-9	1	11	-9	-9	"5f1867256b4b2501e6de06ab"	4	2	2	1	"Italian"	"Italian"	1	96	8	9	3	18	9	12	15	7	32	21	5	7	5	31	7	29	314		2020-07-27 11:20:50	T	F	18	18	10	10	1.06	12
156			"base"	"interview"	2020-07-27 11:15:37	1	31	"5e569114eead0c04099b5d67"	"Forced4Forced4Forced1Forced3Forced3Forced3Forced3Forced2Forced3Forced3Forced3Forced1Forced3Forced3Forced4Forced1DV"	1	3990	1	2326	1	1329	1	2483	1	906	1	819	1	893	1	1416	1	1627	1	578	1	1559	1	2659	1	1748	1	578	1	3013	1	1292	1	13586	2	12668	40	-9	1	16207	2	6157	61	41			64	47	39	62	32	44	37	37	"5e569114eead0c04099b5d67"	14	2	2	4	"Portuguese"	"Portuguese"	2	25	25	8	2	19	12	15	14	18	31	16	13	6	7	16	10	20	237		2020-07-27 11:19:54	T	F	18	18	3	2	0.97	13
157			"base"	"interview"	2020-07-27 11:15:38	1	41	"5d97ba9f9fcbb700151bbec0"	"Forced1Forced2Forced3Forced1Forced4Forced3Forced1Forced1Forced1Forced1Forced2Forced1Forced1Forced1Forced3Forced2DV"	1	4092	1	3251	1	2030	1	3007	1	1772	1	1920	1	1152	1	1773	1	1704	1	1449	1	1479	1	1284	1	636	1	730	1	1955	1	1727	1	4013	2	8037	25	79	2	7263	2	6548			18	85	84	39	32	51	78	82	67	37	"5d97ba9f9fcbb700151bbec0"	5	1	2	4	"Portuguese"	"Portuguese"	2	34	17	21	9	8	2	9	10	7	37	10	4	8	8	11	8	18	221		2020-07-27 11:19:19	T	F	18	18	0	0	1.16	15
158			"base"	"interview"	2020-07-27 11:15:42	2	43	"5b4f9c98330053000174d56c"	"Forced3Forced3Forced1Forced3Forced3Forced1Forced3Forced3Forced4Forced3Forced1Forced2Forced4Forced4Forced3Forced3DV"	1	5012	1	3673	1	2949	1	2567	1	1497	1	1547	1	921	1	762	1	1802	1	979	1	1176	1	987	1	1284	1	1009	1	817	1	906	2	3093	1	4782	76	41	2	2224	1	4476			6	24	91	85	16	11	81	84	76	73	"5b4f9c98330053000174d56c"	17	2	2	3	"Italy"	"Italian"	1	63	29	7	2	26	6	6	6	5	32	10	4	54	3	18	9	14	248		2020-07-27 11:20:36	T	F	18	18	0	0	1.24	24
159			"base"	"interview"	2020-07-27 11:15:44	2	5	"5e87a0b5fc57a7415442f97e"	"Forced2Forced1Forced1Forced1Forced1Forced1Forced2Forced3Forced3Forced1Forced1Forced1Forced1Forced3Forced4Forced2DV"	1	3613	1	3036	1	2195	1	2675	1	2564	1	2455	1	1185	1	1730	1	755	1	1733	1	1012	1	805	1	793	1	1209	1	1481	1	1280	1	28678	2	7653	31	67	1	5674	1	4595	43	70			50	82	72	65	43	66	75	78	"5e87a0b5fc57a7415442f97e"	7	1	1	4	"italy"	"italian"	2	60	36	23	8	6	3	29	12	7	28	23	8	9	5	32	9	18	296		2020-07-27 11:21:00	T	F	18	18	0	0	0.96	9
160			"base"	"interview"	2020-07-27 11:15:47	2	27	"5e3df819d96094073a9c939a"	"Forced3Forced3Forced3Forced2Forced3Forced3Forced3Forced4Forced4Forced3Forced1Forced3Forced3Forced1Forced4Forced1DV"	1	11545	1	3627	1	3461	1	4387	1	4090	1	733	1	509	1	3618	1	862	1	3929	1	3733	1	2015	1	640	1	1221	1	2182	1	1251	2	19701	1	7432	74	37	2	11302	1	9843	29	78			82	70	37	20	73	75	50	37	"5e3df819d96094073a9c939a"	30	2	2	4	"Polish"	"Polish"	1	78	21	7	5	36	9	21	22	12	40	23	8	24	10	39	21	52	380		2020-07-27 11:22:55	T	F	18	18	0	0	0.66	3
161			"base"	"interview"	2020-07-27 11:15:48	1	29	"5f044cbed19111695af004cb"	"Forced1Forced1Forced4Forced1Forced2Forced3Forced2Forced3Forced1Forced3Forced1Forced1Forced1Forced1Forced1Forced2DV"	1	3745	1	11595	1	2512	1	1269	1	1762	1	1218	1	749	1	549	1	629	1	511	1	609	1	758	1	396	1	412	1	359	1	448	1	269	2	8108	39	62	1	3264	2	7934	88	52			68	32	53	77	85	49	34	72	"5f044cbed19111695af004cb"	3	1	2	2	"Poland"	"Polish"	1	17	11	25	5	4	3	1	6	4	40	12	9	10	9	32	8	36	232		2020-07-27 11:19:40	T	F	18	18	0	0	1.37	44
162			"base"	"interview"	2020-07-27 11:15:53	2	14	"5bf300a7ac0f0d000180a247"	"Forced2Forced4Forced1Forced3Forced2Forced1Forced2Forced4Forced2Forced2Forced2Forced2Forced1Forced4Forced2Forced2DV"	1	9164	1	2063	1	3603	1	1453	1	1611	1	3549	1	1783	1	2689	1	1370	1	897	1	1158	1	753	1	1253	1	1271	1	1102	1	1007	2	23251	2	1831	74	24	2	12805	2	2781	15	82			21	71	78	38	101	94	97	74	"5bf300a7ac0f0d000180a247"	11	2	2	3	"Spanish"	"Spanish"	1	26	8	11	27	3	8	24	6	14	32	19	3	6	3	14	12	15	231		2020-07-27 11:19:44	T	F	18	18	0	0	1.26	20
163			"base"	"interview"	2020-07-27 11:15:54	2	38	"5c87baccd7c01f001660dcd8"	"Forced2Forced4Forced2Forced2Forced2Forced1Forced2Forced4Forced4Forced1Forced2Forced3Forced2Forced2Forced2Forced1DV"	1	1886	1	1567	1	1473	1	2333	1	4103	1	970	1	771	1	806	1	607	1	878	1	865	1	1145	1	1380	1	849	1	713	1	742	1	3578	2	3801	51	51	1	3960	2	3220			10	53	17	34	38	46	36	32	49	54	"5c87baccd7c01f001660dcd8"	9	1	2	4	"Indonesian"	"Indonesian"	1	68	2	4	21	1	6	4	14	4	8	7	5	5	5	6	10	13	183		2020-07-27 11:18:57	T	F	18	18	0	0	1.73	76
166			"base"	"interview"	2020-07-27 11:15:59	2	9	"5b27b056b1cd750001497bb3"	"Forced1Forced1Forced3Forced2Forced1Forced3Forced1Forced1Forced1Forced3Forced4Forced1Forced1Forced2Forced1Forced2DV"	1	10805	1	2381	1	2422	1	3164	1	1117	1	1429	1	1189	1	969	1	867	1	1175	1	2005	1	1036	1	856	1	719	1	1089	1	869	1	5071	2	2614	46	66	1	3002	2	2423	85	21			84	40	15	78	81	64	82	79	"5b27b056b1cd750001497bb3"	16	2	1	4	"British "	"English"	2	58	14	26	8	7	2	5	12	4	14	11	3	7	3	12	12	12	210		2020-07-27 11:19:29	T	F	18	18	0	0	1.42	28
167			"base"	"interview"	2020-07-27 11:16:02	2	15	"5f132e2f1e837c059737eda3"	"Forced3Forced4Forced3Forced3Forced3Forced1Forced3Forced3Forced4Forced3Forced2Forced1Forced3Forced4Forced1Forced3DV"	1	3175	1	3951	1	950	1	1133	1	1376	1	1306	1	693	1	855	1	869	1	646	1	1011	1	461	1	1097	1	762	1	1283	1	662	2	6313	1	6024	71	31	2	10907	1	5397	21	71			51	71	31	61	21	21	71	51	"5f132e2f1e837c059737eda3"	7	1	2	4	"Polish "	"Polish"	2	80	31	5	1	17	7	7	44	12	74	21	6	13	6	42	8	51	362		2020-07-27 11:23:07	T	F	18	18	0	0	0.89	28
168			"base"	"interview"	2020-07-27 11:16:02	2	46	"5bc4784e85214800017d8c1a"	"Forced1Forced1Forced4Forced4Forced2Forced2Forced1Forced2Forced2Forced2Forced2Forced2Forced2Forced4Forced2Forced3DV"	1	3740	1	1857	1	2303	1	1540	1	3784	1	1762	1	1497	1	850	1	986	1	793	1	776	1	632	1	933	1	1135	1	878	1	1659	1	3958	2	9075	32	63	1	4751	1	9426			74	74	26	21	76	81	87	69	86	83	"5bc4784e85214800017d8c1a"	13	1	2	4	"UK"	"Hungarian"	1	32	51	10	19	3	7	10	17	11	46	12	5	14	6	20	14	22	299		2020-07-27 11:21:01	T	F	18	18	0	0	0.94	7
169			"base"	"interview"	2020-07-27 11:16:05	2	6	"5e8da1028cf2ab000cc8e7b5"	"Forced2Forced2Forced1Forced4Forced2Forced1Forced3Forced4Forced4Forced2Forced2Forced1Forced2Forced2Forced2Forced2DV"	1	5972	1	3003	1	4703	1	2632	1	2027	1	1198	1	2450	1	1533	1	1111	1	1390	1	982	1	1165	1	1586	1	1112	1	1492	1	1367	1	5063	2	5111	19	69	1	5073	2	4762	52	49			27	49	21	49	39	79	79	82		9	2	2	5	"Portuguese"	"Portuguese"	2	86	22	9	25	3	7	6	21	5	34	20	5	14	6	18	10	33	324		2020-07-27 11:21:29	T	F	18	18	3	2	0.99	9
170			"base"	"interview"	2020-07-27 11:16:06	2	41	"5e565268a6d1d502ab0e3f21"	"Forced1Forced3Forced1Forced2Forced3Forced1Forced2Forced1Forced3Forced1Forced1Forced4Forced2Forced1Forced1Forced1DV"	1	4486	1	5797	1	5848	1	3211	1	2006	1	3065	1	3073	1	1591	1	1751	1	1492	1	1466	1	4586	1	2008	1	1206	1	1214	1	784	2	3045	1	12303	61	45	2	4967	2	11381			34	12	51	51	34	11	69	66	87	87	"5e565268a6d1d502ab0e3f21"	22	2	2	4	"British"	"English"	2	45	20	27	11	13	5	13	12	12	42	27	4	7	6	37	9	15	305		2020-07-27 11:21:11	T	F	18	18	0	0	0.87	5
171			"base"	"interview"	2020-07-27 11:16:09	2	64	"5ef3491c520ed90725687481"	"Forced3Forced3Forced2Forced3Forced2Forced4Forced2Forced4Forced4Forced4Forced4Forced4Forced4Forced4Forced1Forced4DV"	1	3729	1	4564	1	1624	1	2056	1	1377	1	3734	1	1790	1	2191	1	1400	1	2363	1	1266	1	1142	1	1446	1	968	1	1962	1	1123	2	4532	1	15831	51	51	2	3740	2	14335			71	17	38	74	61	40	46	46	46	48	"5ef3491c520ed90725687481"	16	2	2	2	"Italian"	"Italian"	2	94	22	3	7	13	21	16	15	15	64	11	6	16	5	21	19	16	355		2020-07-27 11:22:13	T	F	18	18	0	0	0.89	9
172			"base"	"interview"	2020-07-27 11:16:12	2	58	"5bdcc1bc2562330001b8f7b3"	"Forced1Forced2Forced2Forced2Forced2Forced4Forced2Forced4Forced4Forced1Forced2Forced3Forced2Forced2Forced1Forced2DV"	1	6414	1	2119	1	1260	1	786	1	678	1	2666	1	1340	1	1759	1	696	1	1057	1	704	1	1386	1	1155	1	2429	1	1201	1	1429	2	4310	1	17187	51	51	2	3501	1	6060			52	18	42	87	51	21	61	67	51	26	"5bdcc1bc2562330001b8f7b3"	8	1	2	2	"British"	"English"	2	37	16	10	19	2	8	18	15	6	38	15	5	24	5	18	11	15	246		2020-07-27 11:20:34	T	F	18	18	0	0	1.01	12
173			"base"	"interview"	2020-07-27 11:16:13	2	34	"5d9b4ab5d7b8d802b306930f"	"Forced2Forced2Forced4Forced2Forced4Forced1Forced1Forced2Forced2Forced2Forced1Forced2Forced3Forced2Forced2Forced4DV"	1	4306	1	5430	1	11771	1	8144	1	2412	1	1600	1	1171	1	907	1	1056	1	1146	1	679	1	631	1	1355	1	1383	1	924	1	1277	2	4968	2	24706	79	36	2	5128	1	11050			53	51	74	65	55	64	71	62	62	64	"5d9b4ab5d7b8d802b306930f"	31	1	2	2	"Portuguese"	"Portuguese"	1	24	41	5	31	2	17	26	16	12	29	15	6	9	6	18	14	21	275		2020-07-27 11:21:05	T	F	18	18	0	0	0.95	14
174			"base"	"interview"	2020-07-27 11:16:15	2	4	"5ea313491b416808c9eeaa34"	"Forced4Forced4Forced4Forced3Forced3Forced4Forced2Forced4Forced4Forced3Forced2Forced1Forced2Forced4Forced4Forced4DV"	1	6531	1	22411	1	4724	1	5452	1	1817	1	1339	1	2602	1	1684	1	1002	1	1148	1	1228	1	1334	1	1006	1	1283	1	916	1	850	1	9704	2	4814	1	101	2	8774	2	5956	101	5			82	11	12	78	49	47	44	43	"5ea313491b416808c9eeaa34"	4	2	2	4	"Irish"	"English"	2	27	5	2	8	9	47	10	16	9	42	18	5	5	7	17	12	20	221		2020-07-27 11:20:34	T	F	18	18	0	0	1.15	19
175			"base"	"interview"	2020-07-27 11:16:24	2	49	"5f042e39b712400119a03984"	"Forced3Forced2Forced2Forced1Forced1Forced3Forced1Forced1Forced3Forced1Forced1Forced1Forced2Forced4Forced1Forced1DV"	1	4812	1	3130	1	1775	1	5199	1	1661	1	4879	1	2572	1	731	1	2703	1	4229	1	1011	1	5521	1	7775	1	2830	1	1304	1	803	2	9543	1	15097	61	41	1	5618	2	6348			31	61	61	41	31	61	46	51	41	41	"5f042e39b712400119a03984"	2	1	2	2	"Dutch, South African"	"Dutch, Afrikaans"	1	53	39	31	14	15	4	16	26	7	44	31	10	6	7	19	19	75	361		2020-07-27 11:23:21	T	F	18	18	0	0	0.71	4
